Results from heasarc_batsegrb: CGRO/BATSE Gamma-Ray Burst Catalog
Coordinate system:  Equatorial
 trigger_num t90      fluence_1  fluence_2  fluence_3  fluence_4  
       02056    1.792 3.0022e-08 7.0865e-08 1.0522e-07 9.4437e-07 
       01734   46.720 3.6380e-07 3.5116e-07 6.3000e-07 0.0000e+00 
       02494 NaN NaN NaN NaN NaN 
       06638    3.072 4.1825e-08 6.4494e-08 4.2714e-07 3.3738e-06 
       03250 NaN NaN NaN NaN NaN 
       06632   10.688 4.6845e-07 1.3050e-07 2.7888e-07 0.0000e+00 
       02940 NaN NaN NaN NaN NaN 
       05277    0.496 2.5241e-08 7.5374e-08 5.8295e-07 2.2916e-06 
       03895    0.768 7.9631e-09 1.4285e-08 5.9184e-08 4.2483e-08 
       07548   13.888 5.3052e-07 7.7197e-07 2.0660e-06 1.4186e-06 
       06917    4.416 1.1763e-07 2.1807e-07 7.1111e-07 4.0379e-07 
       03001   29.696 6.5968e-07 1.0010e-06 3.2123e-06 1.2749e-06 
       07831   72.320 7.4113e-07 1.6570e-06 2.7822e-06 9.0805e-06 
       06353  114.496 5.1734e-06 5.8860e-06 1.6054e-05 2.8965e-06 
       07493  219.584 8.8847e-07 7.9966e-07 1.2698e-06 3.0326e-07 
       07508    0.384 4.8623e-09 1.1109e-08 4.9576e-08 6.0287e-08 
       03580   25.504 NaN NaN NaN NaN 
       07605   16.320 9.7011e-07 1.6236e-06 3.4865e-06 1.3788e-06 
       02588 NaN NaN NaN NaN NaN 
       07794  131.648 5.0954e-06 5.3454e-06 1.6410e-05 2.7449e-05 
       03043    0.104 9.2672e-09 7.3026e-09 2.0493e-08 0.0000e+00 
       02290 NaN 4.2148e-07 4.9219e-07 8.5735e-07 0.0000e+00 
       02633    1.408 2.5133e-08 1.3358e-08 2.3347e-07 0.0000e+00 
       02294 NaN NaN NaN NaN NaN 
       02436   33.280 9.0835e-07 1.4350e-06 6.8400e-06 1.0259e-05 
       08089    0.123 1.5964e-08 9.7126e-09 9.1791e-08 5.2738e-07 
       03289 NaN NaN NaN NaN NaN 
       02323 NaN NaN NaN NaN NaN 
       02799    3.214 3.7816e-07 5.2590e-07 1.3405e-06 1.8153e-06 
       03515   26.816 1.4809e-07 1.8626e-07 3.8244e-07 1.6678e-07 
       06930   36.800 1.5148e-06 1.4819e-06 2.7497e-06 9.1567e-07 
       08059   78.656 1.5987e-07 2.1854e-07 4.8315e-07 1.4404e-06 
       06271   60.096 1.4753e-07 2.1417e-07 5.9656e-07 2.3961e-06 
       03119   35.584 9.1072e-07 7.3252e-07 1.2238e-06 4.6039e-06 
       01655   67.136 4.3823e-07 4.9303e-07 5.9326e-07 1.5315e-06 
       00550 NaN 5.1232e-08 1.1463e-07 1.4963e-07 0.0000e+00 
       02560   17.792 2.1731e-07 3.0707e-07 1.7730e-06 4.1375e-06 
       05448    0.896 2.1613e-09 1.1487e-08 2.1592e-07 8.3694e-07 
       01501 NaN NaN NaN NaN NaN 
       07519 NaN NaN NaN NaN NaN 
       01167   24.576 7.5079e-08 9.6625e-08 2.2754e-07 0.0000e+00 
       02166 NaN NaN NaN NaN NaN 
       02051 NaN NaN NaN NaN NaN 
       03014 NaN NaN NaN NaN NaN 
       01603   11.264 NaN NaN NaN NaN 
       05513   16.992 6.7522e-08 1.4332e-07 3.4017e-07 6.1815e-07 
       07899 NaN 8.0764e-09 3.2943e-09 4.2179e-08 0.0000e+00 
       03711    9.984 NaN NaN NaN NaN 
       06960 NaN NaN NaN NaN NaN 
       06629  239.552 4.4224e-06 4.8044e-06 1.8303e-05 5.7438e-05 
       07898 NaN NaN NaN NaN NaN 
       00871 NaN 6.8553e-07 6.9164e-07 1.9374e-06 1.6224e-06 
       05454   35.872 6.8401e-07 5.3097e-07 1.1550e-06 7.0373e-07 
       06375   31.104 1.1256e-07 1.2834e-07 5.2046e-07 1.0010e-06 
       06278    0.192 3.4211e-09 0.0000e+00 3.1541e-08 0.0000e+00 
       00108    3.136 8.2861e-09 1.4947e-08 3.1987e-08 1.4604e-06 
       06440   13.376 6.3535e-07 4.5217e-07 8.0936e-07 1.8332e-06 
       02945    3.392 2.9368e-07 2.3468e-07 1.6338e-07 2.4693e-07 
       03130   18.496 2.4951e-07 4.1157e-07 4.3369e-07 0.0000e+00 
       07584    0.420 1.6948e-09 4.5052e-09 3.3357e-08 7.4580e-08 
       01467   26.816 8.4093e-07 9.7816e-07 2.8801e-06 5.2228e-06 
       05421  266.752 2.0366e-06 2.4214e-06 8.3618e-06 2.1804e-06 
       06909 NaN NaN NaN NaN NaN 
       08104    0.384 1.5668e-08 4.5650e-08 3.8175e-07 6.2268e-07 
       02268    1.954 6.9309e-08 1.1541e-07 4.3872e-07 0.0000e+00 
       01157  170.560 1.6509e-06 1.9944e-06 6.8768e-06 1.1393e-05 
       06454  616.256 5.8242e-06 1.0528e-05 4.0719e-05 3.8587e-05 
       06531   16.064 5.4815e-07 5.5773e-07 9.4369e-07 1.1431e-06 
       06671    0.256 1.3369e-08 3.3646e-08 2.0479e-07 6.5344e-07 
       00160   17.024 5.1678e-07 8.3949e-07 3.0642e-06 4.3976e-07 
       01606   88.576 5.0824e-06 8.8182e-06 2.6409e-05 2.1720e-05 
       03906   20.736 8.5035e-07 9.6147e-07 1.9578e-06 2.3392e-06 
       05503  200.032 7.1747e-07 4.8244e-07 4.2215e-07 0.0000e+00 
       08080 NaN NaN NaN NaN NaN 
       01700   23.744 1.4526e-07 2.0397e-07 6.6575e-07 9.5596e-07 
       05602 NaN NaN NaN NaN NaN 
       01815   19.776 8.3129e-07 1.5042e-06 4.4535e-06 4.3732e-06 
       02405   64.014 1.2933e-07 1.9809e-07 8.3646e-07 8.0867e-07 
       07657   51.840 1.3953e-06 1.4707e-06 3.2333e-06 2.0097e-06 
       06153    1.344 1.4128e-08 1.9735e-08 9.3299e-08 1.4660e-07 
       07206   20.544 1.9247e-07 2.1067e-07 5.3816e-07 1.1487e-06 
       02191   25.280 2.3415e-07 2.7276e-07 1.0216e-06 3.0703e-06 
       02353    1.008 1.1284e-08 2.9384e-08 1.6869e-07 1.9786e-07 
       06206    6.464 2.0000e-07 1.3339e-07 1.0211e-07 0.0000e+00 
       02640   25.984 2.8934e-07 2.7702e-07 5.5322e-07 2.4050e-06 
       02678 NaN NaN NaN NaN NaN 
       07352 NaN 5.2088e-08 1.0808e-07 3.4655e-07 0.0000e+00 
       02995    0.704 7.5088e-09 2.4296e-08 1.2808e-07 3.6694e-07 
       00493    4.864 1.7028e-07 1.8204e-07 3.2496e-07 0.0000e+00 
       07270 NaN 1.7867e-06 2.6117e-06 9.2746e-06 8.8607e-06 
       00491    0.100 1.2483e-09 3.3176e-09 2.6890e-08 1.1517e-06 
       01659    0.768 1.1353e-08 8.7934e-09 7.0462e-08 3.1385e-07 
       03919    0.132 6.1947e-10 9.6015e-09 2.0575e-08 2.2422e-08 
       02434    0.320 4.7085e-08 1.7754e-08 7.6343e-08 0.0000e+00 
       07358   36.480 2.0313e-07 2.6062e-07 9.6877e-07 1.1003e-06 
       02700   57.920 1.6011e-06 2.3296e-06 7.3493e-06 1.1607e-05 
       07568   18.560 1.3368e-07 1.1188e-07 3.2314e-07 1.6908e-06 
       02083   15.168 5.4700e-06 9.0178e-06 3.0502e-05 3.9117e-05 
       01200   27.712 8.1351e-07 1.0067e-06 1.5811e-06 3.7691e-07 
       07969   22.144 2.0491e-06 2.0609e-06 2.8020e-06 1.9108e-07 
       06762    7.488 1.6362e-07 2.4800e-07 5.6420e-07 3.9193e-07 
       07862   16.704 1.9181e-07 7.7969e-08 1.3905e-07 1.5722e-08 
       06774    6.528 1.3523e-07 1.1812e-07 2.7535e-07 3.1161e-07 
       05646  109.248 3.9992e-07 4.2593e-07 1.1518e-06 2.1638e-06 
       05992    0.051 7.0361e-09 1.0031e-08 2.1260e-08 0.0000e+00 
       07187    2.070 1.2177e-08 2.7371e-08 8.5034e-08 1.4760e-07 
       07616 NaN 6.6653e-09 6.2568e-09 2.3418e-08 0.0000e+00 
       07532   39.296 1.6883e-07 1.7376e-07 3.2061e-07 4.0420e-07 
       07639 NaN 0.0000e+00 5.7513e-09 1.6462e-08 2.4113e-10 
       03075   43.584 8.7353e-07 1.0753e-06 2.2012e-06 6.8391e-07 
       01625   16.128 2.2555e-06 5.8483e-06 2.7205e-05 8.0769e-05 
       07610 NaN NaN NaN NaN NaN 
       04745  259.488 5.7741e-07 7.0096e-07 3.6249e-06 4.6105e-06 
       06158    8.576 1.6148e-07 1.0179e-07 5.6927e-08 2.3735e-07 
       01634    1.408 2.8915e-08 4.8138e-08 6.7690e-07 3.2109e-06 
       06123    0.186 3.5685e-08 4.4956e-08 3.9103e-07 3.1872e-06 
       02282 NaN NaN NaN NaN NaN 
       02569   23.680 2.1843e-07 1.9442e-07 3.9574e-07 8.0555e-07 
       07060    0.146 1.1530e-08 1.0782e-08 7.2158e-08 1.2181e-07 
       05593   76.416 5.8000e-07 1.0261e-06 3.3044e-06 1.5571e-06 
       02347   12.160 6.8589e-08 1.5695e-07 2.7701e-07 5.1211e-07 
       07233 NaN 7.8130e-07 5.5002e-07 8.9989e-07 0.0000e+00 
       03810    0.076 1.4371e-09 8.0799e-09 5.5694e-08 1.7532e-07 
       08116   49.984 9.3954e-07 1.7058e-06 5.3405e-06 5.7846e-06 
       02977    0.576 1.7737e-08 2.3925e-08 1.2486e-07 3.5690e-07 
       07601    0.276 6.1151e-09 1.4796e-08 1.1601e-07 1.2283e-07 
       07443 NaN 8.7633e-07 8.7891e-07 2.2146e-06 6.6874e-07 
       02394  140.064 8.7989e-07 1.0817e-06 2.8193e-06 2.0823e-06 
       07950 NaN NaN NaN NaN NaN 
       02797    8.832 1.2988e-06 1.9851e-06 7.2493e-06 9.9913e-06 
       03093   89.344 9.9319e-07 1.5164e-06 3.4070e-06 0.0000e+00 
       02453   10.112 3.2500e-07 4.0163e-07 4.3274e-07 0.0000e+00 
       07433   39.936 3.3908e-07 3.7903e-07 5.8510e-07 6.9109e-07 
       03709    4.288 NaN NaN NaN NaN 
       06328   72.128 6.5915e-07 9.5042e-07 2.1454e-06 0.0000e+00 
       02429   86.240 1.5222e-06 3.0961e-06 7.9039e-06 4.8033e-06 
       03912   26.048 1.1765e-06 1.1865e-06 3.1856e-06 3.2175e-06 
       02131 NaN NaN NaN NaN NaN 
       02211   84.224 7.9261e-07 1.1630e-06 4.9862e-06 7.9940e-06 
       01384   49.152 2.4439e-08 2.0175e-08 1.3126e-07 3.0993e-07 
       02800    0.448 4.9593e-09 1.2416e-08 6.8962e-08 3.5153e-07 
       07390   76.416 1.9013e-06 2.1595e-06 8.7550e-06 3.6724e-06 
       06566   87.616 1.3593e-06 9.2928e-07 1.5525e-06 6.7106e-06 
       02683 NaN NaN NaN NaN NaN 
       04660    1.168 5.7502e-08 8.6647e-08 8.3597e-07 3.3960e-06 
       06645    0.036 1.0793e-09 1.1078e-08 2.4448e-08 1.2575e-07 
       02327    2.496 3.5435e-08 1.7831e-08 8.6176e-08 2.7765e-07 
       06277 NaN NaN NaN NaN NaN 
       02634   58.656 9.1205e-07 1.1228e-06 2.1778e-06 4.5635e-06 
       03101   37.376 6.0614e-07 9.5028e-07 2.9218e-06 6.3563e-06 
       05603   51.968 3.1869e-07 3.9588e-07 1.7231e-06 9.5736e-06 
       02297 NaN NaN NaN NaN NaN 
       01517 NaN NaN NaN NaN NaN 
       00829   17.344 1.3045e-06 3.5076e-06 5.0443e-06 1.7285e-07 
       02149   80.128 3.4772e-06 3.3890e-06 4.7005e-06 2.3676e-06 
       02049    0.128 4.7608e-09 1.1729e-08 6.8082e-08 2.8553e-07 
       08120    1.408 3.0556e-08 5.8185e-08 4.2850e-07 2.0815e-06 
       07378    1.247 5.6435e-08 8.6507e-08 7.3128e-07 6.4273e-06 
       03736    0.560 8.3461e-08 1.4718e-07 8.0545e-07 4.0209e-06 
       02757    0.064 2.6716e-08 1.6532e-08 9.9131e-10 2.8729e-06 
       08100 NaN NaN NaN NaN NaN 
       03058 NaN NaN NaN NaN NaN 
       03324   37.824 3.7205e-08 9.8022e-08 3.7018e-07 0.0000e+00 
       02913   22.912 7.0212e-07 1.2545e-06 2.7302e-06 1.4194e-06 
       05501    0.384 1.0373e-08 2.2081e-08 6.5725e-08 0.0000e+00 
       02070   55.232 1.7058e-07 2.9447e-07 9.7186e-07 0.0000e+00 
       07606   49.600 1.3861e-07 1.6418e-07 7.3368e-07 6.6727e-07 
       02585    0.832 1.8720e-08 2.8370e-08 3.9917e-08 0.0000e+00 
       06186   16.192 5.5654e-07 3.3134e-07 7.8544e-07 2.9536e-08 
       07748 NaN NaN NaN NaN NaN 
       06649   16.448 1.2860e-07 1.2838e-07 1.7634e-07 0.0000e+00 
       05642 NaN 2.1369e-06 2.0542e-06 7.0851e-06 7.6722e-06 
       06329   37.632 4.6416e-06 5.7334e-06 1.6451e-05 1.9966e-05 
       07575   39.808 8.1266e-06 1.0211e-05 5.8682e-05 1.7858e-04 
       06697    1.216 2.1884e-08 4.6451e-08 2.8768e-07 3.4946e-07 
       04649 NaN NaN NaN NaN NaN 
       06539   13.632 1.3111e-07 2.7731e-07 2.6516e-06 3.8762e-05 
       06866    0.384 1.2325e-08 1.7464e-08 9.0728e-08 0.0000e+00 
       06462    0.256 4.1434e-09 1.5014e-08 5.5449e-08 4.5619e-07 
       02508   29.184 7.0995e-08 6.1001e-08 6.0676e-07 4.5710e-06 
       06598   17.472 6.3074e-07 6.8435e-07 1.3895e-06 1.1918e-06 
       02922  160.768 1.7149e-06 2.8530e-06 6.1093e-06 5.7080e-06 
       06284    0.208 0.0000e+00 1.0999e-08 4.5300e-08 2.6729e-08 
       02506 NaN NaN NaN NaN NaN 
       06639 NaN NaN NaN NaN NaN 
       07521    6.656 NaN NaN NaN NaN 
       03278    1.408 4.2657e-09 2.5633e-08 1.1156e-07 1.3592e-06 
       07727   23.616 1.0846e-06 1.4373e-06 2.8190e-06 1.7389e-08 
       06239 NaN NaN NaN NaN NaN 
       01806   31.232 2.5063e-07 3.4240e-07 7.1078e-07 2.3775e-07 
       02346   83.104 9.6629e-07 1.2654e-06 2.3809e-06 8.3372e-07 
       02442   23.680 7.5790e-08 9.7395e-08 1.6948e-07 0.0000e+00 
       02403 NaN NaN NaN NaN NaN 
       07357   52.672 3.1898e-07 2.6749e-07 9.5066e-07 3.5987e-06 
       02314 NaN NaN NaN NaN NaN 
       06101   26.240 8.3777e-07 9.4758e-07 2.7586e-06 1.0580e-06 
       01604   28.800 1.6904e-07 2.1476e-07 4.5736e-07 1.7070e-06 
       02277   69.504 3.6749e-07 5.5663e-07 2.1809e-06 1.2781e-06 
       05589  130.240 9.9503e-07 8.7830e-07 1.3257e-06 0.0000e+00 
       02219   11.200 3.9810e-07 4.1174e-07 9.8718e-07 0.0000e+00 
       06102   60.480 3.3613e-07 3.2156e-07 4.2732e-07 3.3448e-07 
       06447    1.024 9.5510e-09 8.2325e-09 6.0229e-08 0.0000e+00 
       03071   71.328 3.8466e-06 5.2676e-06 1.2678e-05 1.9476e-05 
       00394  106.112 5.9717e-06 6.8778e-06 2.4340e-05 3.4792e-05 
       01473 NaN 3.3044e-06 1.0378e-05 4.2152e-05 8.6820e-05 
       01698   28.416 NaN NaN NaN NaN 
       03220  100.448 7.9054e-07 1.0678e-06 3.4801e-06 1.0453e-05 
       05706  152.000 3.0863e-06 2.6613e-06 8.9075e-06 5.1264e-06 
       06824   10.176 6.3400e-08 6.9661e-08 6.1175e-07 4.3975e-06 
       01740   63.616 1.0576e-07 2.1577e-07 9.4185e-07 1.3603e-06 
       03336  152.800 1.5352e-06 2.1318e-06 7.1451e-06 3.7883e-06 
       08101  115.008 2.4082e-06 3.3870e-06 1.8638e-05 4.1854e-05 
       01612 NaN NaN NaN NaN NaN 
       00680   10.944 2.0266e-07 2.4638e-07 3.0950e-07 4.4951e-08 
       02372    0.256 0.0000e+00 9.5443e-09 2.9522e-08 6.4178e-08 
       01570 NaN NaN NaN NaN NaN 
       04095    4.512 1.8646e-07 9.1914e-08 2.5832e-07 0.0000e+00 
       00603    1.472 3.6717e-08 1.0627e-07 3.4185e-07 4.0807e-07 
       05666 NaN NaN NaN NaN NaN 
       03929   28.544 1.2142e-06 1.5098e-06 6.1038e-06 1.4657e-05 
       00799    0.173 1.1022e-08 1.5064e-08 3.7172e-08 0.0000e+00 
       05623 NaN NaN NaN NaN NaN 
       06372    0.768 9.0234e-09 2.0020e-08 9.6963e-08 7.2833e-08 
       02774   55.136 3.1983e-07 4.5733e-07 1.2590e-06 3.8530e-06 
       00269 NaN 6.8059e-08 1.0496e-07 4.0408e-07 2.2526e-07 
       03523   59.072 5.1088e-06 8.7135e-06 4.8907e-05 3.4639e-04 
       03892    3.904 4.2678e-07 1.8944e-07 3.9132e-07 8.1449e-07 
       02316   29.184 5.7813e-06 6.7308e-06 2.0666e-05 2.0912e-05 
       05484   64.576 4.7325e-07 6.3042e-07 2.0405e-06 3.2356e-06 
       01008 NaN 9.1990e-07 2.3461e-06 7.3747e-06 6.6121e-06 
       01576 NaN NaN NaN NaN NaN 
       03799    0.096 8.0002e-09 3.8098e-09 3.1792e-08 0.0000e+00 
       03339   51.680 1.9855e-07 2.0763e-07 7.5357e-07 6.2640e-06 
       03350   13.056 1.8016e-07 1.9123e-07 6.2614e-07 2.3980e-06 
       01515   70.720 4.0132e-07 3.8231e-07 1.7237e-06 3.1437e-06 
       03138    5.184 1.1976e-06 2.0111e-06 5.5872e-06 2.3401e-06 
       05569   24.832 5.2151e-07 4.0147e-07 5.5028e-07 4.8334e-08 
       00218    1.173 1.1181e-08 3.5093e-08 1.2263e-07 3.4937e-07 
       07734    0.894 1.8788e-08 1.8907e-08 1.2922e-07 0.0000e+00 
       06519  131.008 3.5731e-08 5.0132e-08 5.1179e-07 1.2776e-06 
       01510 NaN NaN NaN NaN NaN 
       03068    4.096 1.2474e-07 2.0169e-07 4.1315e-07 0.0000e+00 
       03163   25.088 NaN NaN NaN NaN 
       01221    6.080 2.1425e-07 1.7000e-07 1.7038e-07 9.8566e-08 
       07427    0.399 1.7836e-08 2.5029e-08 2.0210e-07 4.0681e-07 
       02271 NaN 1.3249e-06 2.2833e-06 5.8648e-06 8.1999e-07 
       03306  108.512 2.9814e-06 2.9324e-06 5.6391e-06 4.6330e-06 
       02003    0.522 8.0453e-09 6.7631e-09 8.9133e-08 1.3769e-07 
       05606   93.248 2.3444e-06 3.4188e-06 9.9061e-06 1.7366e-05 
       00214   45.696 4.0552e-07 4.4031e-07 4.1376e-07 0.0000e+00 
       07885  224.192 2.7124e-07 3.0807e-07 7.7148e-07 1.2128e-07 
       02899 NaN NaN NaN NaN NaN 
       02278 NaN NaN NaN NaN NaN 
       02068    0.591 4.9653e-08 9.8077e-08 3.7804e-07 2.1843e-07 
       01526 NaN NaN NaN NaN NaN 
       00795   58.432 5.4184e-07 6.4367e-07 1.2623e-06 1.1760e-06 
       07298   18.944 5.5918e-07 3.5396e-07 9.9643e-07 1.6287e-06 
       07663    0.945 5.7565e-08 1.5460e-07 5.6885e-07 2.1558e-07 
       03914   54.432 1.2991e-07 2.0090e-07 4.9625e-07 5.6811e-09 
       06314    6.656 3.0223e-08 8.1324e-08 2.8881e-07 3.8267e-06 
       02452   22.976 9.8297e-07 1.1155e-06 1.7447e-06 3.2340e-07 
       06315   37.248 1.1909e-06 1.3353e-06 2.4521e-06 1.3441e-06 
       02044    6.400 3.4027e-08 3.3542e-08 3.1807e-07 3.1493e-06 
       02279 NaN 7.5361e-09 2.9044e-08 1.2406e-07 3.7917e-07 
       06563 NaN NaN NaN NaN NaN 
       03299 NaN 4.9349e-08 9.8617e-08 1.5658e-07 0.0000e+00 
       01649    0.617 NaN NaN NaN NaN 
       00559   34.176 7.6018e-08 2.2902e-07 4.4758e-07 9.9871e-06 
       00414   15.552 1.5298e-07 1.1744e-07 2.5900e-07 6.6292e-08 
       03384    0.056 0.0000e+00 3.4935e-09 2.1545e-08 0.0000e+00 
       05580 NaN NaN NaN NaN NaN 
       07591 NaN NaN NaN NaN NaN 
       02122  120.640 1.8223e-06 2.5940e-06 7.9513e-06 3.0112e-05 
       03301   36.096 7.1427e-07 1.1320e-06 5.2282e-06 2.2572e-05 
       05339    0.832 7.5590e-08 1.2747e-07 1.0326e-06 7.9519e-06 
       02233   14.208 9.0032e-08 1.0621e-07 3.2809e-07 1.8632e-06 
       02894    3.776 6.0460e-07 1.3214e-06 4.2260e-06 6.2473e-06 
       06600    6.976 1.6260e-07 1.2846e-07 2.8133e-07 5.0276e-07 
       02368    4.135 3.8300e-08 6.8209e-08 2.2748e-07 8.4650e-07 
       07966 NaN NaN NaN NaN NaN 
       06992 NaN NaN NaN NaN NaN 
       06592   25.664 6.2440e-07 5.5270e-07 1.3657e-06 8.3279e-07 
       06961 NaN NaN NaN NaN NaN 
       03436   40.000 1.6310e-06 1.3790e-06 4.3590e-06 1.1118e-05 
       03076   84.160 1.0990e-06 1.3188e-06 2.7829e-06 5.1064e-06 
       02536    0.128 4.9436e-09 5.7893e-09 1.4777e-08 2.1729e-07 
       00734    1.792 2.9184e-09 1.1927e-08 1.3240e-07 7.3552e-07 
       06302 NaN NaN NaN NaN NaN 
       02349    4.032 9.1273e-08 1.2345e-07 2.1409e-07 0.0000e+00 
       06444   44.928 2.6621e-07 3.7801e-07 8.7193e-07 0.0000e+00 
       05444 NaN NaN NaN NaN NaN 
       02103    1.024 1.2346e-08 1.5745e-08 1.0479e-07 4.1015e-07 
       02392   20.480 3.1680e-07 2.6228e-07 4.3766e-07 3.0799e-07 
       03740   97.344 4.6777e-07 3.9628e-07 4.8917e-07 0.0000e+00 
       03108 NaN NaN NaN NaN NaN 
       06943 NaN 4.3041e-09 1.0372e-08 7.5534e-08 3.6313e-07 
       01156  189.056 1.8104e-06 2.7678e-06 8.7226e-06 2.3730e-05 
       06301    0.960 2.4688e-08 3.6418e-08 2.7537e-07 9.5442e-07 
       04959   31.328 1.9291e-07 3.0492e-07 9.0612e-07 2.8176e-06 
       03039    3.635 5.9765e-07 1.0473e-06 2.9809e-06 4.3032e-06 
       05669 NaN 1.5654e-06 1.5458e-06 3.8632e-06 4.0897e-07 
       06419   25.920 3.9763e-07 3.7264e-07 3.4151e-07 0.0000e+00 
       06621   43.456 1.4251e-06 1.3343e-06 3.0127e-06 5.2345e-06 
       03243 NaN NaN NaN NaN NaN 
       07814 NaN 6.4391e-11 0.0000e+00 4.0493e-08 2.8632e-08 
       05504    7.680 2.0094e-07 2.0213e-07 2.3253e-07 1.5199e-07 
       06083   21.440 4.7876e-07 4.1145e-07 7.6360e-07 4.7674e-07 
       02041    5.440 3.6834e-08 1.1632e-07 7.5129e-07 4.9664e-06 
       06918 NaN NaN NaN NaN NaN 
       06491    2.048 NaN NaN NaN NaN 
       06104   11.904 4.3170e-07 2.8531e-07 2.4926e-07 1.3074e-07 
       05536    0.048 5.3933e-09 6.0169e-09 2.1690e-08 0.0000e+00 
       02123   21.952 1.2405e-06 1.5954e-06 2.8498e-06 6.7421e-07 
       06355   29.184 3.4006e-07 3.1686e-07 6.2479e-07 1.8019e-06 
       06695   35.776 2.0595e-08 1.5521e-07 9.0550e-07 2.0784e-07 
       02993   44.800 7.9512e-07 1.2239e-06 6.5159e-06 5.6211e-05 
       07619   41.728 4.1195e-07 2.8064e-07 5.4315e-07 4.9654e-09 
       00803    7.232 1.2867e-07 2.7363e-07 7.9600e-07 5.3411e-07 
       03051    0.136 0.0000e+00 1.8527e-09 2.4958e-08 3.6484e-07 
       05625 NaN NaN NaN NaN NaN 
       02204   23.040 1.3133e-07 1.5473e-07 3.3309e-07 3.8899e-07 
       08076    0.218 5.9456e-09 3.8264e-09 8.2577e-08 3.1075e-07 
       01485 NaN 2.5202e-07 2.8343e-07 5.0284e-07 0.0000e+00 
       07432   15.680 9.2001e-08 1.8010e-07 3.8612e-07 0.0000e+00 
       02828    0.581 8.2149e-09 1.2898e-08 8.3514e-08 2.5416e-07 
       02682 NaN NaN NaN NaN NaN 
       03035   88.448 3.5740e-06 6.9521e-06 2.2939e-05 2.6606e-05 
       07617   48.832 9.0682e-07 9.0242e-07 3.4296e-06 6.1723e-06 
       04368   36.480 4.4431e-05 3.2285e-05 7.4763e-05 6.8864e-05 
       06708   12.160 5.3074e-08 1.8894e-07 1.0452e-06 1.0274e-06 
       06220 NaN NaN NaN NaN NaN 
       03127   13.088 5.7909e-07 3.9091e-07 2.0493e-07 7.0576e-07 
       01413 NaN 4.9505e-07 7.1336e-07 1.2393e-06 0.0000e+00 
       05305   31.584 4.1491e-07 3.6860e-07 2.9587e-07 2.7356e-06 
       05631 NaN 2.1340e-06 2.6604e-06 3.7486e-06 2.3222e-07 
       07760 NaN NaN NaN NaN NaN 
       01223    0.974 4.2294e-08 2.3097e-08 3.6174e-08 7.7532e-08 
       05492  148.480 1.7961e-07 3.3698e-07 1.4486e-06 4.6173e-06 
       06307    1.984 1.3758e-08 3.7193e-08 3.0798e-07 1.3505e-06 
       03137    0.064 0.0000e+00 4.8619e-09 2.7750e-08 2.6940e-07 
       00816   90.944 1.7816e-06 6.7937e-07 6.4290e-07 0.0000e+00 
       01318  185.856 1.2419e-07 3.2616e-07 7.0175e-07 0.0000e+00 
       06611   10.048 2.6829e-07 2.3797e-07 4.3056e-07 7.9716e-07 
       06333 NaN NaN NaN NaN NaN 
       07938  294.784 2.6880e-06 3.5051e-06 9.8131e-06 1.0933e-05 
       01983 NaN NaN NaN NaN NaN 
       02310   26.912 2.6065e-07 2.1369e-07 5.6602e-07 4.8118e-07 
       00974    3.200 2.0571e-08 4.4395e-08 1.1999e-07 9.2301e-07 
       05624  116.544 1.3631e-06 1.8367e-06 7.6236e-06 1.5665e-05 
       05995   26.688 3.5448e-06 5.0672e-06 3.3960e-05 1.6476e-04 
       06514 NaN NaN NaN NaN NaN 
       07732 NaN NaN NaN NaN NaN 
       05716   62.784 8.2272e-07 4.0704e-07 6.6170e-07 0.0000e+00 
       05609 NaN NaN NaN NaN NaN 
       07941 NaN NaN NaN NaN NaN 
       05479  137.344 1.4670e-06 1.7331e-06 4.1512e-06 5.0851e-06 
       07381    9.664 7.3719e-08 6.4399e-08 1.6083e-07 4.1215e-07 
       01549 NaN NaN NaN NaN NaN 
       01110 NaN 4.8257e-08 2.5664e-07 7.9485e-07 0.0000e+00 
       01807   58.048 1.3900e-06 1.7871e-06 4.4944e-06 0.0000e+00 
       07361    1.856 9.4761e-09 1.4975e-08 7.8501e-08 0.0000e+00 
       00764   20.800 4.0468e-07 7.0873e-07 1.2186e-06 0.0000e+00 
       02864   30.944 2.4820e-07 4.9725e-07 1.6386e-06 2.3017e-06 
       02932    9.120 1.2103e-07 4.8541e-07 1.2249e-06 0.0000e+00 
       01716 NaN NaN NaN NaN NaN 
       02230    7.360 7.7618e-08 8.1441e-08 2.1062e-07 0.0000e+00 
       03937 NaN NaN NaN NaN NaN 
       03284    5.056 1.4262e-08 3.9291e-08 1.7544e-07 1.6146e-07 
       02045 NaN NaN NaN NaN NaN 
       03530    1.600 7.3272e-08 6.7801e-08 5.2348e-08 6.2827e-07 
       07566   28.480 5.0595e-07 3.1940e-07 1.0287e-06 2.4159e-06 
       07385 NaN NaN NaN NaN NaN 
       07236 NaN 2.6081e-06 2.6561e-06 7.9380e-06 8.2797e-06 
       07752    8.640 1.7983e-07 3.0656e-07 1.1193e-06 1.9512e-06 
       06756 NaN NaN NaN NaN NaN 
       03410    0.116 6.9520e-08 1.3063e-07 3.9982e-07 4.5809e-08 
       00237   40.512 6.7389e-08 8.2897e-08 3.8104e-07 3.8164e-07 
       01679    4.544 9.4177e-08 7.9391e-08 1.4112e-07 1.3219e-06 
