Results from heasarc_batsegrb: CGRO/BATSE Gamma-Ray Burst Catalog
Coordinate system:  Equatorial
 trigger_num t90      fluence_1  fluence_2  fluence_3  fluence_4  
       06796   21.312 1.0512e-07 2.1360e-07 4.8030e-07 0.0000e+00 
       07651 NaN NaN NaN NaN NaN 
       03908   13.920 8.8867e-08 1.2946e-07 4.3866e-07 5.9805e-07 
       07248 NaN NaN NaN NaN NaN 
       05439    4.544 7.0784e-08 1.0253e-07 4.3737e-07 2.0741e-06 
       00692   62.528 7.1579e-07 1.2891e-06 1.6319e-06 7.0183e-07 
       07576   31.360 1.6429e-07 1.8910e-07 5.1290e-07 2.3189e-06 
       02596 NaN NaN NaN NaN NaN 
       06648   88.384 1.0741e-07 3.6469e-07 1.7639e-06 1.0315e-06 
       07876 NaN 1.0602e-08 7.2342e-09 3.6426e-08 0.0000e+00 
       05485    3.840 3.0688e-08 3.4263e-08 1.1840e-07 3.2591e-07 
       07447    0.392 1.8665e-08 2.7219e-08 9.2150e-08 1.4808e-07 
       03588   57.888 2.1079e-06 2.0769e-06 3.0658e-06 0.0000e+00 
       05627    7.616 1.3123e-07 8.0269e-08 1.0478e-07 0.0000e+00 
       01025    2.624 8.4582e-07 1.4241e-06 2.9873e-06 2.0757e-06 
       07818   42.752 4.4256e-07 5.3625e-07 1.8761e-06 3.5249e-07 
       06180    0.896 9.2266e-09 2.1322e-08 6.3728e-08 6.0134e-08 
       08053    1.918 NaN NaN NaN NaN 
       01492    4.096 2.2235e-07 1.3512e-07 8.8315e-08 5.6947e-07 
       01675 NaN NaN NaN NaN NaN 
       06103   49.408 1.1673e-06 1.3844e-06 4.5023e-06 2.1689e-06 
       07549  130.048 1.5228e-05 1.9033e-05 5.1640e-05 1.2484e-04 
       07714 NaN NaN NaN NaN NaN 
       02929   42.752 2.1274e-06 3.6985e-06 1.6923e-05 6.1785e-05 
       01680    0.128 0.0000e+00 3.6931e-09 2.3946e-08 6.7188e-08 
       07116   20.224 4.5860e-07 2.0417e-07 6.7283e-08 1.6554e-07 
       01148   49.344 3.6223e-07 7.8446e-07 4.2091e-06 5.8903e-06 
       02207    3.200 9.1115e-08 8.5931e-08 1.3410e-07 0.0000e+00 
       02040    1.112 0.0000e+00 4.5786e-08 1.2630e-07 7.2643e-07 
       02564    0.256 3.8731e-08 1.7322e-08 1.0745e-07 7.0079e-07 
       02106   26.048 5.0369e-07 9.1901e-07 3.8288e-06 7.3333e-06 
       07490 NaN NaN NaN NaN NaN 
       02532 NaN NaN NaN NaN NaN 
       05461    1.408 9.8048e-09 4.0334e-08 2.5107e-07 1.9191e-07 
       05608    9.280 1.8989e-07 2.8672e-07 1.1996e-06 5.2684e-07 
       02998   33.056 6.3268e-07 8.5556e-07 1.1528e-06 3.0523e-07 
       00138    0.315 6.7073e-09 1.7829e-08 5.8935e-08 5.2760e-08 
       00508    0.896 1.1313e-08 0.0000e+00 7.4761e-08 4.2405e-07 
       03072    8.704 2.8295e-07 3.2879e-07 9.0428e-07 5.9046e-07 
       02748    0.384 5.6666e-09 1.4659e-08 5.3220e-08 0.0000e+00 
       01851    1.152 7.8701e-09 3.6373e-08 1.3479e-07 1.0043e-06 
       03121    0.792 1.1543e-08 1.6252e-08 1.3700e-07 7.2729e-07 
       05462 NaN 1.3620e-09 1.6479e-08 5.5455e-08 0.0000e+00 
       06568 NaN NaN NaN NaN NaN 
       05473   80.640 1.4054e-06 1.8721e-06 7.1849e-06 1.5738e-05 
       03253   56.000 NaN NaN NaN NaN 
       06670   40.320 7.2977e-08 1.7046e-07 1.1837e-06 8.9844e-06 
       07817 NaN NaN NaN NaN NaN 
       06161 NaN NaN NaN NaN NaN 
       06411    6.464 5.7061e-09 2.7350e-08 5.5104e-08 4.8121e-08 
       07185  147.456 4.3267e-06 4.4270e-06 6.4041e-06 0.0000e+00 
       07551  119.616 6.8409e-07 3.3994e-07 4.1077e-07 8.1682e-08 
       07281    1.664 3.1581e-07 4.4451e-07 1.2429e-06 1.0819e-06 
       03870    8.448 1.6063e-06 1.7633e-06 3.6776e-06 7.2931e-06 
       00729    0.183 2.9990e-09 3.6999e-09 4.3709e-08 5.2321e-07 
       02330    0.804 2.8668e-08 4.9015e-08 3.2754e-07 1.3954e-06 
       07787 NaN NaN NaN NaN NaN 
       03240 NaN NaN NaN NaN NaN 
       07353    0.249 2.7612e-08 4.2761e-08 4.5934e-07 8.6805e-06 
       02306   21.120 5.5239e-08 2.4531e-07 7.5998e-07 2.2843e-06 
       03269   13.888 3.0462e-07 4.1968e-07 3.0032e-06 1.3523e-05 
       03356    5.952 3.6845e-07 3.9367e-07 7.2040e-07 1.2219e-07 
       08050    3.904 4.3323e-07 4.2269e-07 5.3029e-07 0.0000e+00 
       07294    0.154 1.1333e-08 7.2945e-09 1.5413e-07 1.0180e-06 
       06285   43.264 6.0119e-07 6.9356e-07 1.6500e-06 0.0000e+00 
       03663  204.416 2.5133e-06 2.7116e-06 8.8385e-06 1.7971e-05 
       06668    0.116 1.0914e-07 1.5783e-07 9.3278e-07 2.9092e-06 
       03932 NaN NaN NaN NaN NaN 
       02856  119.872 0.0000e+00 1.6637e-05 1.2213e-04 1.1126e-04 
       06967 NaN NaN NaN NaN NaN 
       06137    8.384 1.7480e-08 3.5608e-08 1.8129e-07 1.7173e-07 
       02466 NaN NaN NaN NaN NaN 
       06570 NaN 2.4283e-06 2.4616e-06 6.4058e-06 8.8198e-06 
       07827    2.267 7.3679e-09 1.1989e-08 4.6147e-08 1.9490e-07 
       03002 NaN NaN NaN NaN NaN 
       01631 NaN NaN NaN NaN NaN 
       03056   36.320 2.7573e-06 3.2305e-06 7.5416e-06 4.6627e-07 
       06545 NaN 1.0560e-06 6.6736e-07 6.2007e-07 1.2175e-06 
       05488    0.192 8.8859e-10 5.9426e-09 4.0882e-08 2.0516e-08 
       06380   65.600 2.2364e-06 2.2863e-06 8.5996e-06 1.4892e-05 
       05604   15.680 4.3854e-07 6.6548e-07 4.0608e-06 1.0992e-05 
       06534    4.352 8.4591e-08 8.1287e-08 1.3724e-07 3.4083e-08 
       01703 NaN NaN NaN NaN NaN 
       03502    0.416 9.4610e-09 2.4342e-08 1.9679e-07 4.6721e-07 
       02924  137.088 1.7239e-07 1.2108e-06 2.8030e-06 1.3446e-06 
       06830   28.352 4.0172e-07 3.5103e-07 7.9891e-07 0.0000e+00 
       02756 NaN NaN NaN NaN NaN 
       06127   70.080 2.0765e-07 2.3632e-07 1.3439e-06 6.3526e-06 
       02662   16.128 3.9692e-07 5.8325e-07 1.9524e-06 1.1378e-06 
       07133    1.079 4.5104e-08 8.2943e-08 4.2567e-07 8.0141e-07 
       05123 NaN 0.0000e+00 9.0604e-09 2.8155e-08 0.0000e+00 
       06135    4.032 3.4062e-08 2.3025e-08 2.8648e-07 1.4354e-06 
       01141   20.096 3.0798e-06 4.2653e-06 1.0491e-05 3.9671e-05 
       00109   90.176 4.4255e-06 7.3080e-06 1.7653e-05 2.9537e-05 
       00815   25.408 6.9655e-07 6.4012e-07 7.7324e-07 1.7500e-07 
       07533    9.600 5.2605e-08 1.3636e-07 3.5439e-07 2.5820e-07 
       06216    2.432 1.6186e-07 2.8816e-07 4.4195e-07 2.0188e-07 
       07795  120.000 2.3546e-07 4.3422e-07 6.8451e-07 0.0000e+00 
       00938   30.976 4.8055e-07 6.3679e-07 9.7069e-07 0.0000e+00 
       02325   22.528 8.6281e-08 2.8736e-08 3.9642e-07 0.0000e+00 
       02947   21.920 3.7650e-07 5.8377e-07 8.6428e-07 0.0000e+00 
       01687   32.384 1.0755e-07 2.4412e-07 3.6671e-07 0.0000e+00 
       01678    4.288 NaN NaN NaN NaN 
       07329    3.136 1.0484e-07 1.8131e-07 2.1735e-06 1.0566e-05 
       03439  150.784 1.5242e-06 1.0486e-06 2.5036e-06 5.2881e-06 
       02848    7.232 1.6381e-07 2.0230e-07 4.5862e-07 0.0000e+00 
       02966    0.312 8.7086e-09 1.3083e-08 2.6747e-08 1.3710e-07 
       05736   79.168 8.7861e-07 4.8962e-07 5.1616e-07 1.3458e-06 
       05379   11.328 1.1708e-07 1.9458e-07 1.2161e-06 3.2528e-06 
       06710    1.088 6.6173e-09 1.5282e-08 1.1908e-07 6.6418e-08 
       02623    3.392 6.5984e-08 1.7376e-07 9.6195e-07 1.2918e-07 
       03894    1.483 1.1007e-08 1.5298e-08 7.2026e-08 2.0175e-07 
       05718    8.768 1.6862e-07 9.6118e-08 8.5228e-08 5.6606e-07 
       02167    0.128 7.5519e-09 1.9836e-08 1.0649e-07 5.3982e-07 
       02318 NaN NaN NaN NaN NaN 
       03916  115.456 1.6707e-06 1.4722e-06 3.2987e-06 3.4489e-06 
       01145   32.192 1.3940e-07 1.4455e-07 1.9288e-07 5.8881e-08 
       03608   16.896 4.2577e-07 3.5136e-07 1.1702e-06 1.0123e-06 
       05715   20.992 1.1393e-06 7.1231e-07 6.9915e-07 0.0000e+00 
       01046  114.368 1.5368e-06 1.5240e-06 2.3126e-06 2.0377e-06 
       06659    0.200 2.5298e-08 5.1580e-08 1.6726e-07 4.5906e-07 
       02134 NaN NaN NaN NaN NaN 
       04653   51.680 8.3974e-07 9.0519e-07 1.6603e-06 0.0000e+00 
       06298    9.984 1.3345e-07 9.0338e-08 9.2983e-08 4.3511e-07 
       02915 NaN NaN NaN NaN NaN 
       07077 NaN NaN NaN NaN NaN 
       03649   26.496 9.7143e-07 1.2683e-06 3.5297e-06 4.3537e-06 
       01152  274.880 2.1097e-07 2.3726e-07 6.4358e-07 2.2200e-06 
       01129    0.960 7.8274e-09 1.6583e-08 5.4857e-08 6.4974e-08 
       07786   29.696 5.5160e-07 5.2887e-07 1.0842e-06 2.3987e-06 
       01484 NaN 1.2408e-06 1.2777e-06 3.5434e-06 2.6879e-06 
       01085   19.200 5.3917e-06 1.2640e-05 2.7852e-05 1.3062e-05 
       03606    1.824 4.8055e-08 9.0174e-08 6.9124e-07 1.5363e-06 
       03657 NaN NaN NaN NaN NaN 
       02140   19.072 4.8766e-07 3.3848e-07 4.5571e-07 0.0000e+00 
       01288  318.592 2.0780e-06 5.5446e-06 2.3250e-05 5.3932e-06 
       02941 NaN NaN NaN NaN NaN 
       01912 NaN NaN NaN NaN NaN 
       01886  275.712 1.1187e-06 3.3918e-06 2.1485e-05 7.3169e-05 
       03866    4.224 2.3978e-07 2.5767e-07 1.2109e-06 2.6552e-06 
       00841   17.408 7.4195e-07 1.0608e-06 1.8087e-06 2.3398e-06 
       02298   70.016 7.2044e-07 8.6897e-07 2.6142e-06 4.6406e-07 
       05458    0.024 6.5765e-09 6.5391e-09 9.1053e-09 0.0000e+00 
       03193   64.064 6.2228e-07 7.6891e-07 2.3253e-06 3.0822e-07 
       05389   23.744 7.3260e-07 1.2695e-06 3.4098e-06 1.6150e-06 
       08098  136.192 7.6365e-06 5.6092e-06 1.1711e-05 1.3671e-05 
       07586 NaN NaN NaN NaN NaN 
       02148   61.376 3.1188e-07 3.9863e-07 1.0625e-06 0.0000e+00 
       02833 NaN NaN NaN NaN NaN 
       06912 NaN NaN NaN NaN NaN 
       00111   98.176 1.1110e-06 1.8851e-06 2.0220e-06 0.0000e+00 
       05989   26.944 7.0347e-06 3.6230e-06 5.5230e-06 2.5657e-06 
       01159   18.240 1.2814e-07 2.4416e-07 1.0316e-06 1.0614e-06 
       08033 NaN NaN NaN NaN NaN 
       07547    1.011 1.4218e-08 4.2747e-08 1.6090e-07 5.9169e-07 
       07534 NaN NaN NaN NaN NaN 
       03930  172.736 3.2298e-06 3.9461e-06 2.4032e-05 8.7050e-05 
       05410 NaN 7.4427e-07 4.3992e-07 6.3167e-07 7.6084e-07 
       03078    0.224 1.0010e-08 8.4309e-09 1.0784e-07 1.5417e-06 
       06552   22.592 3.1859e-07 3.1549e-07 5.0108e-07 0.0000e+00 
       02254    5.440 1.1712e-07 1.8870e-07 6.3805e-07 3.9496e-07 
       06147   32.832 1.0812e-06 8.9821e-07 1.3728e-06 1.1129e-06 
       07359    0.448 0.0000e+00 4.7558e-09 2.4658e-08 4.5962e-07 
       07788   77.376 2.1487e-06 2.3521e-06 7.1786e-06 1.4448e-05 
       07502   82.880 1.5358e-06 1.6417e-06 3.7776e-06 3.2478e-06 
       02431    2.776 1.2551e-06 2.3998e-06 6.7841e-06 8.0028e-06 
       03940    0.576 2.8306e-08 4.9347e-08 1.7976e-07 1.0810e-07 
       02255 NaN 1.5332e-06 2.5969e-06 6.8719e-06 3.8932e-06 
       06745  134.656 8.4398e-07 9.5841e-07 2.0988e-06 0.0000e+00 
       07252 NaN NaN NaN NaN NaN 
       07428    1.728 NaN NaN NaN NaN 
       01462 NaN 1.0170e-07 2.0547e-07 5.6207e-07 2.7119e-06 
       02593   29.888 7.4088e-07 7.1792e-07 1.2064e-06 1.6440e-06 
       06814   19.264 4.8448e-07 6.5708e-07 1.5444e-06 1.6833e-06 
       06660 NaN NaN NaN NaN NaN 
       00551    0.250 1.6367e-08 4.0115e-08 2.1869e-07 7.3939e-07 
       05713   50.432 5.0938e-07 3.9355e-07 1.0128e-06 1.0340e-06 
       03295 NaN NaN NaN NaN NaN 
       07518   12.736 1.9261e-07 4.8959e-07 2.8428e-06 3.2877e-06 
       06281    3.072 8.1432e-09 4.1785e-09 5.5271e-08 7.7686e-07 
       05556    1.511 4.9773e-08 6.0206e-08 1.4857e-07 0.0000e+00 
       07762   21.632 9.1324e-07 8.0079e-07 1.3285e-06 4.1025e-07 
       02694 NaN NaN NaN NaN NaN 
       01558   27.584 1.4425e-07 1.7048e-07 4.4960e-07 6.0863e-07 
       02384    0.192 5.3283e-09 9.8302e-09 1.7269e-08 8.4657e-08 
       07322   60.480 4.1118e-07 3.9807e-07 1.3784e-06 3.7623e-06 
       07614   18.432 3.8458e-07 6.0802e-07 2.1259e-06 8.6087e-07 
       03321   22.912 4.0084e-08 9.7315e-08 4.8840e-07 6.0432e-07 
       05464   28.864 3.8139e-07 5.5693e-07 2.7357e-06 4.6370e-06 
       07979    2.668 9.2047e-09 2.2564e-08 1.8560e-07 1.3453e-06 
       07798   10.432 1.0302e-07 7.3549e-08 3.0541e-07 0.0000e+00 
       06782   39.680 4.4003e-09 2.0303e-08 9.5680e-08 2.6757e-07 
       02312    0.272 8.5729e-09 1.0532e-08 1.0435e-07 4.5113e-07 
       01643    4.224 NaN NaN NaN NaN 
       06543    1.664 0.0000e+00 8.6049e-09 6.4902e-08 7.1054e-08 
       03178   39.936 2.5812e-06 3.3291e-06 1.6749e-05 7.6679e-05 
       01577 NaN NaN NaN NaN NaN 
       01213   20.224 5.1741e-08 1.0978e-07 5.7666e-07 2.9292e-07 
       06233    4.864 8.4768e-08 2.5064e-08 1.7211e-08 3.3937e-08 
       06587   23.040 1.0365e-05 1.2723e-05 5.7519e-05 1.1767e-04 
       03637   13.184 6.1989e-07 7.4846e-07 2.4743e-06 2.7200e-07 
       06207 NaN 1.9728e-06 1.9810e-06 4.8896e-06 9.4302e-06 
       03115   45.312 1.2773e-06 2.3935e-06 1.2340e-05 9.9377e-06 
       02701    0.636 0.0000e+00 1.4666e-08 6.7284e-08 8.7487e-08 
       02661 NaN NaN NaN NaN NaN 
       06369   29.312 5.9102e-07 4.2528e-07 8.3733e-07 7.2453e-07 
       03768   51.104 5.5802e-07 5.9079e-07 7.0801e-07 0.0000e+00 
       02105    3.392 1.9432e-07 1.7986e-07 3.8571e-07 0.0000e+00 
       01991   70.912 7.9403e-08 1.7474e-07 0.0000e+00 0.0000e+00 
       00755    6.464 4.7750e-08 6.9535e-08 1.8988e-07 4.2704e-07 
       06416 NaN NaN NaN NaN NaN 
       03140 NaN NaN NaN NaN NaN 
       02328   53.984 1.2464e-06 1.5483e-06 2.8144e-06 2.5171e-06 
       06269   22.976 1.5415e-07 1.3471e-07 5.3256e-07 1.9312e-07 
       07442 NaN NaN NaN NaN NaN 
       07943    3.456 3.0627e-08 7.7658e-08 4.7845e-07 1.9107e-06 
       01648   22.400 NaN NaN NaN NaN 
       07496    2.197 0.0000e+00 2.7433e-08 1.6703e-07 9.9507e-08 
       01609   12.672 2.8398e-06 5.4686e-06 1.6880e-05 2.1752e-05 
       06939 NaN 2.9904e-07 2.6959e-07 3.1706e-07 1.2350e-07 
       00512    0.183 0.0000e+00 1.0195e-08 6.1854e-08 3.5508e-07 
       03902    0.192 1.7463e-08 2.9336e-08 2.3791e-07 9.8472e-07 
       02383   50.944 5.9499e-07 1.0247e-06 5.6340e-06 2.5937e-05 
       07148    1.177 6.4453e-09 1.1444e-08 7.1890e-08 5.9394e-07 
       03247  200.704 1.3939e-06 2.7520e-06 1.2493e-05 1.9301e-05 
       05436 NaN 9.8899e-07 5.8167e-07 6.1391e-07 0.0000e+00 
       03027    0.120 2.5322e-09 5.6096e-09 7.0407e-08 8.2638e-07 
       07244 NaN NaN NaN NaN NaN 
       06293    0.192 2.7188e-07 3.6134e-07 2.3492e-06 4.0018e-05 
       02454    1.359 3.9104e-08 9.6225e-08 1.9201e-07 7.8353e-07 
       07588   25.088 1.1619e-06 1.0097e-06 1.7375e-06 2.8585e-06 
       06198   10.496 5.3147e-06 8.2123e-06 2.8059e-05 4.9944e-05 
       07797 NaN NaN NaN NaN NaN 
       01359    0.258 8.4114e-09 1.1281e-08 6.8400e-08 5.6816e-07 
       06579    2.944 6.7479e-08 9.4713e-08 5.3511e-07 1.5143e-06 
       07954   15.040 3.0370e-06 5.2532e-06 1.6795e-05 1.3767e-05 
       03345   40.416 3.0184e-06 3.3000e-06 1.1142e-05 1.4645e-05 
       07785  108.992 2.1097e-06 2.7634e-06 5.5918e-06 0.0000e+00 
       02482   35.584 7.4783e-07 1.2281e-06 2.0628e-06 1.4784e-07 
       00114  381.248 6.5931e-07 7.0190e-07 7.2099e-07 0.0000e+00 
       03030 NaN 2.6500e-07 4.1922e-07 1.2845e-06 0.0000e+00 
       05525 NaN NaN NaN NaN NaN 
       00773   60.992 5.9837e-07 6.4521e-07 1.3298e-06 3.0630e-08 
       03142   33.088 1.5889e-07 3.4047e-07 1.4746e-06 2.6399e-06 
       02119   15.296 1.7584e-07 3.7315e-07 9.9463e-07 0.0000e+00 
       06235    4.032 9.3422e-07 1.4075e-06 6.6269e-06 1.2542e-05 
       03046 NaN NaN NaN NaN NaN 
       05079    1.184 8.1761e-09 1.9553e-08 8.2058e-08 2.6315e-07 
       01346    4.544 2.9713e-08 9.6953e-08 2.8788e-07 4.5024e-07 
       02790   45.248 2.1871e-06 3.1243e-06 1.0037e-05 6.6597e-06 
       07535    9.792 1.7810e-08 2.9326e-08 1.2016e-07 0.0000e+00 
       07634 NaN NaN NaN NaN NaN 
       08058 NaN NaN NaN NaN NaN 
       07677   59.392 2.0012e-07 4.0212e-07 8.5597e-07 2.9471e-06 
       02759 NaN NaN NaN NaN NaN 
       01974    7.232 2.5419e-06 2.8321e-06 1.8946e-06 2.5959e-07 
       08081 NaN NaN NaN NaN NaN 
       02727   64.288 2.5874e-07 1.8976e-07 6.0326e-07 5.4278e-06 
       03791    0.336 1.8600e-08 1.8386e-08 1.5490e-07 1.4660e-06 
       07238 NaN 1.2380e-08 1.8399e-08 8.3663e-08 1.9427e-07 
       02933    0.320 3.9792e-08 9.2991e-08 6.4971e-07 2.9510e-06 
       02880    6.115 3.0755e-07 4.0090e-07 1.0717e-06 0.0000e+00 
       03403   31.840 2.4543e-07 4.5744e-07 9.2990e-07 0.0000e+00 
       03487    0.642 4.0278e-09 6.7841e-09 7.3042e-08 2.9200e-07 
       06303   33.984 1.2619e-06 1.6679e-06 5.3306e-06 4.9483e-06 
       05532 NaN 2.4461e-07 3.0623e-07 1.9651e-06 4.0092e-06 
       01571 NaN 1.8610e-06 3.2648e-06 8.4089e-06 1.5514e-05 
       06518 NaN NaN NaN NaN NaN 
       06633 NaN NaN NaN NaN NaN 
       00563   22.528 8.0567e-07 1.2353e-06 3.0330e-06 1.5831e-06 
       05412   98.848 1.7668e-06 1.4111e-06 2.4006e-06 4.7971e-06 
       03442 NaN NaN NaN NaN NaN 
       05615    1.792 3.5684e-07 0.0000e+00 1.1302e-07 0.0000e+00 
       08041    0.079 1.0440e-09 6.4086e-09 3.3480e-08 6.4024e-08 
       06249  102.208 1.3703e-06 1.3968e-06 6.3706e-06 1.6538e-05 
       02154 NaN NaN NaN NaN NaN 
       01922   16.192 2.2926e-07 3.7234e-07 9.3655e-07 7.6000e-07 
       00575    0.413 1.1033e-08 4.3898e-08 2.0245e-07 1.6743e-07 
       07653 NaN NaN NaN NaN NaN 
       00353 NaN 4.6240e-10 2.0149e-08 2.8728e-08 4.0365e-09 
       03015   26.752 3.8124e-07 5.9830e-07 2.0293e-06 2.8584e-06 
       01715 NaN NaN NaN NaN NaN 
       03643 NaN 9.9664e-08 5.6542e-08 6.9351e-08 2.7465e-07 
       06498  108.544 1.7800e-06 1.2559e-06 2.5080e-06 2.5968e-08 
       02313 NaN NaN NaN NaN NaN 
       07922    0.422 1.5629e-08 1.7071e-08 8.3099e-08 2.3707e-08 
       05490   18.368 2.5914e-07 3.7368e-07 6.4611e-07 0.0000e+00 
       07741   47.232 9.3828e-07 8.0896e-07 3.6382e-07 0.0000e+00 
       07704 NaN NaN NaN NaN NaN 
       06238    2.240 2.5699e-08 3.7345e-09 1.2680e-07 0.0000e+00 
       03471   19.808 1.5202e-07 1.6828e-07 4.7325e-07 2.1721e-06 
       00351  146.944 3.6229e-06 3.7990e-06 9.1375e-06 1.8439e-05 
       05640   16.448 2.5061e-07 2.3045e-07 4.7253e-07 5.2976e-07 
       06296 NaN 3.9656e-08 5.2909e-08 3.5498e-08 0.0000e+00 
       03349    0.384 1.0189e-08 2.9171e-08 1.3510e-07 1.0857e-07 
       07469   18.240 1.1367e-06 7.2270e-07 9.3300e-07 0.0000e+00 
       07522 NaN NaN NaN NaN NaN 
       07240    3.072 1.2243e-07 2.8792e-07 1.7605e-06 8.8815e-06 
       03899   44.384 3.4150e-07 2.7770e-07 5.2253e-07 2.2681e-06 
       06091    1.472 9.3188e-08 9.6293e-08 1.5882e-07 0.0000e+00 
       07918   65.792 1.4757e-07 1.1559e-07 8.2738e-07 2.8361e-06 
       02889   75.904 2.0414e-06 3.6909e-06 1.8450e-05 4.0823e-05 
       02567 NaN NaN NaN NaN NaN 
       08072    0.353 6.7098e-09 1.8137e-08 7.3875e-08 1.9447e-07 
       00408   85.440 9.7329e-07 1.8275e-06 3.0124e-06 6.2688e-07 
       01997   60.224 2.7106e-06 3.1631e-06 8.4703e-06 1.0186e-05 
       06951 NaN NaN NaN NaN NaN 
       02852   33.280 1.7458e-06 4.2610e-06 1.8272e-05 2.6864e-05 
       03869    8.640 1.6039e-07 2.0184e-07 5.1302e-07 3.9311e-07 
       07360  130.112 7.5595e-06 8.8438e-06 2.2017e-05 2.0102e-05 
       07310  145.664 2.3151e-06 3.9833e-06 1.4128e-05 3.4082e-05 
       02598 NaN NaN NaN NaN NaN 
       00298    0.455 1.3681e-07 2.4541e-07 1.1921e-06 4.7116e-06 
       06512 NaN NaN NaN NaN NaN 
       08105   11.328 2.1357e-07 2.1250e-07 2.6214e-07 1.1465e-06 
       07012   28.352 4.0724e-06 5.1684e-06 1.7892e-05 2.4931e-05 
       02142    2.063 1.4067e-08 7.1285e-08 4.2600e-07 0.0000e+00 
       01379 NaN 1.0553e-07 6.7913e-08 1.7109e-08 1.0857e-07 
       07231 NaN NaN NaN NaN NaN 
       00211  292.736 3.6627e-07 3.9705e-07 7.5491e-07 0.0000e+00 
       06182    3.904 2.5901e-08 1.5635e-08 1.3015e-07 8.3986e-07 
       06591    0.773 1.8975e-08 3.0407e-08 1.9245e-07 3.6006e-07 
       01819   52.992 6.7308e-08 1.8255e-07 1.2381e-06 2.3735e-06 
       01587 NaN NaN NaN NaN NaN 
       03481   40.768 2.7949e-06 3.7131e-06 1.4362e-05 3.5822e-05 
       03151 NaN NaN NaN NaN NaN 
       06767  218.880 1.3655e-06 1.3367e-06 2.5902e-06 1.2533e-06 
       02853   13.984 1.1964e-07 5.1142e-07 1.4225e-06 1.1693e-06 
       05827 NaN NaN NaN NaN NaN 
       03458  673.824 1.9661e-06 3.7880e-06 1.2736e-05 1.8552e-05 
       02440   62.944 4.2378e-07 7.5483e-07 1.4636e-06 0.0000e+00 
       02490 NaN NaN NaN NaN NaN 
       03510    0.266 5.4518e-09 9.0827e-09 6.7586e-08 1.8899e-08 
       02244  261.792 3.9886e-07 7.2265e-07 2.0817e-06 0.0000e+00 
       08026  327.296 1.8492e-06 2.2956e-06 5.0291e-06 6.4005e-06 
       02749   17.856 2.9103e-07 2.4138e-07 4.0099e-07 1.3067e-06 
       01212 NaN 2.9328e-06 2.6332e-06 1.2936e-06 1.5178e-06 
       03789 NaN 3.0650e-07 3.2789e-07 1.0412e-06 1.2870e-06 
       01731   15.808 3.5963e-07 8.2637e-07 3.5145e-06 7.2370e-06 
       05634    1.152 1.9680e-07 1.6606e-07 1.4384e-07 0.0000e+00 
       01747    2.936 2.4288e-08 8.5779e-09 2.0803e-07 3.6188e-07 
       01543 NaN NaN NaN NaN NaN 
       02606  134.688 3.1856e-06 5.3925e-06 1.9188e-05 5.7686e-05 
       05542   80.000 4.2085e-07 6.3252e-07 3.9171e-06 4.6865e-06 
       05516   27.680 1.1132e-07 3.6063e-07 8.9018e-07 2.8505e-09 
       07405 NaN NaN NaN NaN NaN 
       07884   52.672 2.3593e-06 3.1306e-06 1.1942e-05 2.4449e-05 
       02511   64.288 3.3434e-07 3.5370e-07 5.6486e-07 0.0000e+00 
       01126   20.288 1.5189e-07 2.2679e-07 8.8983e-07 9.5273e-07 
       02897   28.032 2.9619e-06 2.8419e-06 2.1256e-06 0.0000e+00 
       08121   36.864 1.8654e-06 1.3938e-06 1.8358e-06 7.8001e-07 
       00788    0.303 1.7202e-08 2.6698e-08 4.0281e-08 5.8796e-08 
       01712  307.648 1.8123e-06 3.5453e-06 1.3488e-05 7.0051e-06 
       07684   76.032 3.0190e-07 4.1703e-07 2.3354e-06 1.3653e-05 
       03352   46.336 1.5762e-05 1.6848e-05 4.3733e-05 5.3478e-06 
       02381    4.096 8.0325e-08 2.1494e-07 2.0048e-07 0.0000e+00 
       06346  136.064 1.0726e-06 1.2360e-06 4.0508e-06 4.0817e-06 
       08018    0.128 1.0546e-08 1.1445e-08 7.1406e-08 1.6952e-07 
       06606    0.704 4.6150e-08 5.7099e-08 3.1521e-07 7.6056e-07 
       07383 NaN NaN NaN NaN NaN 
       02150 NaN NaN NaN NaN NaN 
       06221 NaN NaN NaN NaN NaN 
       07272 NaN NaN NaN NaN NaN 
       06490   54.720 4.0625e-07 8.1886e-07 1.3724e-06 0.0000e+00 
       02210    0.124 NaN NaN NaN NaN 
       07064   41.088 1.8067e-07 2.2154e-07 1.1034e-06 2.9389e-06 
       07255   10.304 9.6404e-07 1.9604e-06 7.5287e-06 6.6596e-06 
       02823    0.176 3.2439e-09 7.1327e-09 1.9220e-08 0.0000e+00 
       02824 NaN NaN NaN NaN NaN 
       06551   59.008 5.4674e-07 4.3489e-07 1.0188e-06 0.0000e+00 
       02542   45.344 NaN NaN NaN NaN 
       02976 NaN NaN NaN NaN NaN 
       07500   35.840 2.1616e-07 2.8171e-07 1.0360e-06 0.0000e+00 
       01087   27.584 1.7844e-07 2.3146e-07 4.5152e-07 5.3509e-07 
       00288   41.152 3.0921e-07 3.1707e-07 5.4802e-07 4.2687e-06 
       06113   37.952 3.4569e-07 4.0998e-07 8.5345e-07 1.1415e-06 
       06489   42.432 2.4501e-06 3.1172e-06 6.9706e-06 1.2644e-06 
       03032   13.120 1.8773e-07 5.9995e-07 1.3399e-06 2.5825e-06 
       02441   58.400 3.7171e-07 3.1317e-07 8.5110e-07 3.8316e-06 
